city,datetime,temperature,precipitation,wind_speed,wind_direction
Menorca,2026-04-16T00:00,13.3,0.0,8.7,312
Menorca,2026-04-16T01:00,13.3,0.0,8.9,317
Menorca,2026-04-16T02:00,13.3,0.0,9.2,312
Menorca,2026-04-16T03:00,13.4,0.0,9.4,317
Menorca,2026-04-16T04:00,13.7,0.0,11.5,319
Menorca,2026-04-16T05:00,14.1,0.0,12.5,327
Menorca,2026-04-16T06:00,14.3,0.0,12.6,329
Menorca,2026-04-16T07:00,14.4,0.0,13.2,331
Menorca,2026-04-16T08:00,14.8,0.0,13.0,336
Menorca,2026-04-16T09:00,16.0,0.0,15.7,351
Menorca,2026-04-16T10:00,17.6,0.0,19.9,4
Menorca,2026-04-16T11:00,19.0,0.0,22.5,6
Menorca,2026-04-16T12:00,20.0,0.0,21.0,355
Menorca,2026-04-16T13:00,20.9,0.0,19.8,333
Menorca,2026-04-16T14:00,21.5,0.0,20.7,319
Menorca,2026-04-16T15:00,21.6,0.0,20.7,321
Menorca,2026-04-16T16:00,21.4,0.0,20.9,331
Menorca,2026-04-16T17:00,20.9,0.0,20.3,337
Menorca,2026-04-16T18:00,20.3,0.0,18.0,334
Menorca,2026-04-16T19:00,19.5,0.0,14.7,324
Menorca,2026-04-16T20:00,18.6,0.0,12.5,311
Menorca,2026-04-16T21:00,17.3,0.0,10.7,303
Menorca,2026-04-16T22:00,15.9,0.0,9.5,295
Menorca,2026-04-16T23:00,15.0,0.0,9.1,288
Menorca,2026-04-17T00:00,14.8,0.0,10.4,290
Menorca,2026-04-17T01:00,15.1,0.0,12.1,297
Menorca,2026-04-17T02:00,15.3,0.0,13.4,301
Menorca,2026-04-17T03:00,15.3,0.0,13.5,304
Menorca,2026-04-17T04:00,15.2,0.0,12.8,310
Menorca,2026-04-17T05:00,15.1,0.0,12.2,315
Menorca,2026-04-17T06:00,14.8,0.0,10.7,318
Menorca,2026-04-17T07:00,14.6,0.0,9.0,323
Menorca,2026-04-17T08:00,14.9,0.0,8.6,327
Menorca,2026-04-17T09:00,16.3,0.0,10.8,330
Menorca,2026-04-17T10:00,18.4,0.0,14.3,332
Menorca,2026-04-17T11:00,20.1,0.0,16.3,332
Menorca,2026-04-17T12:00,21.3,0.0,15.5,332
Menorca,2026-04-17T13:00,22.2,0.0,13.2,331
Menorca,2026-04-17T14:00,22.8,0.0,11.0,328
Menorca,2026-04-17T15:00,23.0,0.0,9.5,331
Menorca,2026-04-17T16:00,22.9,0.0,8.0,333
Menorca,2026-04-17T17:00,22.4,0.0,6.0,335
Menorca,2026-04-17T18:00,21.6,0.0,2.8,320
Menorca,2026-04-17T19:00,20.5,0.0,1.6,207
Menorca,2026-04-17T20:00,19.3,0.0,3.6,186
Menorca,2026-04-17T21:00,18.0,0.0,2.2,180
Menorca,2026-04-17T22:00,16.6,0.0,1.1,342
Menorca,2026-04-17T23:00,15.5,0.0,3.3,347
Menorca,2026-04-18T00:00,15.3,0.0,3.4,329
Menorca,2026-04-18T01:00,15.6,0.0,3.4,285
Menorca,2026-04-18T02:00,16.0,0.0,3.7,265
Menorca,2026-04-18T03:00,16.4,0.0,2.5,270
Menorca,2026-04-18T04:00,16.2,0.0,2.1,329
Menorca,2026-04-18T05:00,16.1,0.0,2.5,360
Menorca,2026-04-18T06:00,16.2,0.0,2.2,9
Menorca,2026-04-18T07:00,16.4,0.0,1.3,34
Menorca,2026-04-18T08:00,16.7,0.0,0.4,90
Menorca,2026-04-18T09:00,17.2,0.0,1.3,214
Menorca,2026-04-18T10:00,17.8,0.0,3.6,225
Menorca,2026-04-18T11:00,18.3,0.0,5.4,228
Menorca,2026-04-18T12:00,18.6,0.0,6.5,236
Menorca,2026-04-18T13:00,18.8,0.0,8.0,243
Menorca,2026-04-18T14:00,18.9,0.0,9.0,247
Menorca,2026-04-18T15:00,19.0,0.0,9.7,243
Menorca,2026-04-18T16:00,19.1,0.0,10.4,236
Menorca,2026-04-18T17:00,19.0,0.0,10.3,234
Menorca,2026-04-18T18:00,18.6,0.0,9.0,233
Menorca,2026-04-18T19:00,18.1,0.0,7.0,235
Menorca,2026-04-18T20:00,17.7,0.0,5.2,236
Menorca,2026-04-18T21:00,17.3,0.0,3.9,236
Menorca,2026-04-18T22:00,17.0,0.0,2.6,236
Menorca,2026-04-18T23:00,16.8,0.0,1.9,248
Menorca,2026-04-19T00:00,16.7,0.0,2.2,261
Menorca,2026-04-19T01:00,16.8,0.0,2.9,277
Menorca,2026-04-19T02:00,16.8,0.0,3.1,291
Menorca,2026-04-19T03:00,16.5,0.0,3.1,324
Menorca,2026-04-19T04:00,16.1,0.0,4.3,360
Menorca,2026-04-19T05:00,15.8,0.0,5.6,15
Menorca,2026-04-19T06:00,15.6,0.0,5.2,16
Menorca,2026-04-19T07:00,15.5,0.0,4.0,10
Menorca,2026-04-19T08:00,15.8,0.0,4.8,13
Menorca,2026-04-19T09:00,16.6,0.0,8.9,21
Menorca,2026-04-19T10:00,17.7,0.0,15.1,25
Menorca,2026-04-19T11:00,18.6,0.0,20.3,25
Menorca,2026-04-19T12:00,18.8,0.0,23.2,24
Menorca,2026-04-19T13:00,18.8,0.0,25.3,23
Menorca,2026-04-19T14:00,18.7,0.0,26.2,21
Menorca,2026-04-19T15:00,18.7,0.0,25.6,20
Menorca,2026-04-19T16:00,18.6,0.0,23.9,18
Menorca,2026-04-19T17:00,18.4,0.0,22.0,18
Menorca,2026-04-19T18:00,18.1,0.0,20.3,20
Menorca,2026-04-19T19:00,17.6,0.0,18.4,23
Menorca,2026-04-19T20:00,17.2,0.0,16.3,25
Menorca,2026-04-19T21:00,16.9,0.0,13.0,24
Menorca,2026-04-19T22:00,16.7,0.0,9.7,22
Menorca,2026-04-19T23:00,16.5,0.0,6.7,16
Santiago de Compostela,2026-04-13T00:00,6.1,0.0,3.2,243
Santiago de Compostela,2026-04-13T01:00,5.9,0.0,3.7,259
Santiago de Compostela,2026-04-13T02:00,6.0,0.0,3.4,238
Santiago de Compostela,2026-04-13T03:00,5.9,0.0,2.8,230
Santiago de Compostela,2026-04-13T04:00,5.9,0.0,2.6,214
Santiago de Compostela,2026-04-13T05:00,5.9,0.0,3.1,216
Santiago de Compostela,2026-04-13T06:00,5.8,0.0,2.6,214
Santiago de Compostela,2026-04-13T07:00,5.7,0.0,2.9,210
Santiago de Compostela,2026-04-13T08:00,5.8,0.0,3.0,194
Santiago de Compostela,2026-04-13T09:00,6.6,0.0,3.3,186
Santiago de Compostela,2026-04-13T10:00,7.9,0.0,5.2,205
Santiago de Compostela,2026-04-13T11:00,9.1,0.0,9.6,214
Santiago de Compostela,2026-04-13T12:00,10.5,0.0,13.0,214
Santiago de Compostela,2026-04-13T13:00,10.7,0.0,14.3,227
Santiago de Compostela,2026-04-13T14:00,10.7,0.1,14.6,218
Santiago de Compostela,2026-04-13T15:00,11.4,0.1,16.1,219
Santiago de Compostela,2026-04-13T16:00,11.3,0.1,17.3,216
Santiago de Compostela,2026-04-13T17:00,10.8,0.2,15.3,214
Santiago de Compostela,2026-04-13T18:00,10.8,0.1,16.4,218
Santiago de Compostela,2026-04-13T19:00,10.2,0.0,14.0,209
Santiago de Compostela,2026-04-13T20:00,10.1,0.0,12.9,216
Santiago de Compostela,2026-04-13T21:00,10.1,0.0,12.1,207
Santiago de Compostela,2026-04-13T22:00,10.0,0.1,10.5,202
Santiago de Compostela,2026-04-13T23:00,10.1,0.0,7.9,204
Santiago de Compostela,2026-04-14T00:00,10.3,0.0,8.0,207
Santiago de Compostela,2026-04-14T01:00,10.5,0.0,7.3,200
Santiago de Compostela,2026-04-14T02:00,10.7,0.0,8.6,202
Santiago de Compostela,2026-04-14T03:00,11.0,0.0,8.6,202
Santiago de Compostela,2026-04-14T04:00,11.2,0.0,9.7,202
Santiago de Compostela,2026-04-14T05:00,11.4,0.4,10.6,204
Santiago de Compostela,2026-04-14T06:00,11.5,0.2,10.3,205
Santiago de Compostela,2026-04-14T07:00,11.6,0.8,10.5,202
Santiago de Compostela,2026-04-14T08:00,11.8,1.6,8.6,213
Santiago de Compostela,2026-04-14T09:00,12.0,1.1,7.4,219
Santiago de Compostela,2026-04-14T10:00,12.4,1.0,7.4,219
Santiago de Compostela,2026-04-14T11:00,12.7,0.4,7.9,227
Santiago de Compostela,2026-04-14T12:00,12.2,0.0,8.4,211
Santiago de Compostela,2026-04-14T13:00,12.8,0.0,10.1,215
Santiago de Compostela,2026-04-14T14:00,13.5,0.0,11.8,207
Santiago de Compostela,2026-04-14T15:00,14.6,0.0,13.4,211
Santiago de Compostela,2026-04-14T16:00,15.2,0.0,14.9,212
Santiago de Compostela,2026-04-14T17:00,15.5,0.0,15.0,224
Santiago de Compostela,2026-04-14T18:00,15.4,0.0,15.8,229
Santiago de Compostela,2026-04-14T19:00,14.7,0.0,15.1,232
Santiago de Compostela,2026-04-14T20:00,13.8,0.0,14.0,228
Santiago de Compostela,2026-04-14T21:00,12.7,0.0,10.7,225
Santiago de Compostela,2026-04-14T22:00,12.0,0.0,8.0,216
Santiago de Compostela,2026-04-14T23:00,11.7,0.0,7.5,215
Santiago de Compostela,2026-04-15T00:00,11.4,0.0,6.8,205
Santiago de Compostela,2026-04-15T01:00,11.5,0.0,8.0,198
Santiago de Compostela,2026-04-15T02:00,11.2,0.0,7.9,204
Santiago de Compostela,2026-04-15T03:00,11.3,0.0,8.4,205
Santiago de Compostela,2026-04-15T04:00,11.0,0.0,9.2,206
Santiago de Compostela,2026-04-15T05:00,11.0,0.0,9.0,203
Santiago de Compostela,2026-04-15T06:00,11.1,0.1,9.4,203
Santiago de Compostela,2026-04-15T07:00,11.2,0.1,12.3,218
Santiago de Compostela,2026-04-15T08:00,11.2,0.1,12.7,215
Santiago de Compostela,2026-04-15T09:00,11.4,0.0,12.2,208
Santiago de Compostela,2026-04-15T10:00,11.8,0.0,14.3,208
Santiago de Compostela,2026-04-15T11:00,13.5,0.0,16.1,209
Santiago de Compostela,2026-04-15T12:00,14.4,0.0,17.3,223
Santiago de Compostela,2026-04-15T13:00,14.3,0.0,19.4,228
Santiago de Compostela,2026-04-15T14:00,14.4,0.0,18.4,231
Santiago de Compostela,2026-04-15T15:00,14.3,0.0,15.1,220
Santiago de Compostela,2026-04-15T16:00,15.1,0.0,18.4,230
Santiago de Compostela,2026-04-15T17:00,14.9,0.0,16.3,227
Santiago de Compostela,2026-04-15T18:00,14.9,0.0,15.5,228
Santiago de Compostela,2026-04-15T19:00,14.2,0.0,15.1,230
Santiago de Compostela,2026-04-15T20:00,13.8,0.0,12.7,223
Santiago de Compostela,2026-04-15T21:00,13.0,0.0,9.7,222
Santiago de Compostela,2026-04-15T22:00,12.1,0.0,6.0,213
Santiago de Compostela,2026-04-15T23:00,11.8,0.0,4.5,209
Santiago de Compostela,2026-04-16T00:00,11.6,0.0,3.5,204
Santiago de Compostela,2026-04-16T01:00,11.5,0.0,2.7,203
Santiago de Compostela,2026-04-16T02:00,11.3,0.0,1.8,169
Santiago de Compostela,2026-04-16T03:00,10.7,0.0,1.8,143
Santiago de Compostela,2026-04-16T04:00,10.4,0.0,2.6,106
Santiago de Compostela,2026-04-16T05:00,9.8,0.0,3.0,104
Santiago de Compostela,2026-04-16T06:00,9.5,0.0,3.3,96
Santiago de Compostela,2026-04-16T07:00,9.1,0.1,2.9,97
Santiago de Compostela,2026-04-16T08:00,9.1,0.0,3.3,77
Santiago de Compostela,2026-04-16T09:00,10.2,0.0,2.2,81
Santiago de Compostela,2026-04-16T10:00,11.8,0.0,0.8,117
Santiago de Compostela,2026-04-16T11:00,13.3,0.0,2.0,225
Santiago de Compostela,2026-04-16T12:00,14.3,0.0,5.2,236
Santiago de Compostela,2026-04-16T13:00,15.2,0.0,8.8,235
Santiago de Compostela,2026-04-16T14:00,16.0,0.0,11.2,237
Santiago de Compostela,2026-04-16T15:00,16.7,0.0,11.7,236
Santiago de Compostela,2026-04-16T16:00,17.3,0.0,10.9,236
Santiago de Compostela,2026-04-16T17:00,17.6,0.0,10.2,238
Santiago de Compostela,2026-04-16T18:00,17.4,0.0,10.1,243
Santiago de Compostela,2026-04-16T19:00,16.8,0.0,10.2,247
Santiago de Compostela,2026-04-16T20:00,15.9,0.0,9.0,254
Santiago de Compostela,2026-04-16T21:00,14.4,0.0,5.4,270
Santiago de Compostela,2026-04-16T22:00,12.5,0.0,3.1,339
Santiago de Compostela,2026-04-16T23:00,11.0,0.0,5.0,21
Santiago de Compostela,2026-04-17T00:00,10.0,0.0,5.5,23
Santiago de Compostela,2026-04-17T01:00,9.3,0.0,4.6,18
Santiago de Compostela,2026-04-17T02:00,8.6,0.0,3.7,11
Santiago de Compostela,2026-04-17T03:00,8.0,0.0,3.4,18
Santiago de Compostela,2026-04-17T04:00,7.4,0.0,3.5,24
Santiago de Compostela,2026-04-17T05:00,6.9,0.0,3.7,29
Santiago de Compostela,2026-04-17T06:00,6.3,0.0,4.0,27
Santiago de Compostela,2026-04-17T07:00,5.9,0.0,4.2,20
Santiago de Compostela,2026-04-17T08:00,6.2,0.0,4.2,20
Santiago de Compostela,2026-04-17T09:00,7.8,0.0,3.5,24
Santiago de Compostela,2026-04-17T10:00,10.1,0.0,2.6,34
Santiago de Compostela,2026-04-17T11:00,12.4,0.0,1.8,37
Santiago de Compostela,2026-04-17T12:00,14.2,0.0,1.1,360
Santiago de Compostela,2026-04-17T13:00,16.0,0.0,1.8,323
Santiago de Compostela,2026-04-17T14:00,17.5,0.0,2.6,304
Santiago de Compostela,2026-04-17T15:00,18.8,0.0,3.5,294
Santiago de Compostela,2026-04-17T16:00,19.9,0.0,4.2,290
Santiago de Compostela,2026-04-17T17:00,20.1,0.0,4.7,302
Santiago de Compostela,2026-04-17T18:00,19.0,0.0,6.2,339
Santiago de Compostela,2026-04-17T19:00,17.0,0.0,10.4,2
Santiago de Compostela,2026-04-17T20:00,15.1,0.0,13.2,11
Santiago de Compostela,2026-04-17T21:00,13.2,0.0,12.3,15
Santiago de Compostela,2026-04-17T22:00,11.3,0.0,9.4,18
Santiago de Compostela,2026-04-17T23:00,9.8,0.0,7.3,20
Santiago de Compostela,2026-04-18T00:00,8.8,0.0,6.1,20
Santiago de Compostela,2026-04-18T01:00,8.1,0.0,5.3,12
Santiago de Compostela,2026-04-18T02:00,7.5,0.0,4.6,9
Santiago de Compostela,2026-04-18T03:00,7.2,0.0,3.9,22
Santiago de Compostela,2026-04-18T04:00,7.3,0.0,3.9,34
Santiago de Compostela,2026-04-18T05:00,7.4,0.0,4.1,45
Santiago de Compostela,2026-04-18T06:00,7.2,0.0,4.1,45
Santiago de Compostela,2026-04-18T07:00,7.0,0.0,3.8,41
Santiago de Compostela,2026-04-18T08:00,7.3,0.0,4.4,35
Santiago de Compostela,2026-04-18T09:00,8.8,0.0,6.2,36
Santiago de Compostela,2026-04-18T10:00,10.8,0.0,8.3,34
Santiago de Compostela,2026-04-18T11:00,12.7,0.0,10.7,33
Santiago de Compostela,2026-04-18T12:00,14.2,0.0,12.6,27
Santiago de Compostela,2026-04-18T13:00,15.6,0.0,14.8,23
Santiago de Compostela,2026-04-18T14:00,16.6,0.0,16.7,19
Santiago de Compostela,2026-04-18T15:00,16.9,0.0,18.3,16
Santiago de Compostela,2026-04-18T16:00,16.8,0.0,19.6,14
Santiago de Compostela,2026-04-18T17:00,16.4,0.0,20.3,12
Santiago de Compostela,2026-04-18T18:00,15.9,0.0,20.3,13
Santiago de Compostela,2026-04-18T19:00,15.1,0.0,20.2,16
Santiago de Compostela,2026-04-18T20:00,14.3,0.0,19.2,17
Santiago de Compostela,2026-04-18T21:00,13.2,0.0,17.2,20
Santiago de Compostela,2026-04-18T22:00,12.0,0.0,14.7,22
Santiago de Compostela,2026-04-18T23:00,11.0,0.0,12.7,25
Santiago de Compostela,2026-04-19T00:00,10.5,0.0,12.1,27
Santiago de Compostela,2026-04-19T01:00,10.2,0.0,11.8,27
Santiago de Compostela,2026-04-19T02:00,10.0,0.0,11.9,29
Santiago de Compostela,2026-04-19T03:00,9.8,0.0,11.8,31
Santiago de Compostela,2026-04-19T04:00,9.6,0.0,12.0,33
Santiago de Compostela,2026-04-19T05:00,9.5,0.0,11.9,35
Santiago de Compostela,2026-04-19T06:00,9.3,0.0,11.5,39
Santiago de Compostela,2026-04-19T07:00,9.1,0.0,11.2,42
Santiago de Compostela,2026-04-19T08:00,9.5,0.0,11.5,49
Santiago de Compostela,2026-04-19T09:00,10.8,0.0,12.9,54
Santiago de Compostela,2026-04-19T10:00,12.7,0.0,15.0,60
Santiago de Compostela,2026-04-19T11:00,14.7,0.0,16.3,62
Santiago de Compostela,2026-04-19T12:00,16.8,0.0,15.9,65
Santiago de Compostela,2026-04-19T13:00,18.9,0.0,15.0,66
Santiago de Compostela,2026-04-19T14:00,20.7,0.0,13.7,67
Santiago de Compostela,2026-04-19T15:00,22.0,0.0,12.7,65
Santiago de Compostela,2026-04-19T16:00,22.9,0.0,11.6,60
Santiago de Compostela,2026-04-19T17:00,23.1,0.0,11.2,57
Santiago de Compostela,2026-04-19T18:00,22.6,0.0,12.0,57
Santiago de Compostela,2026-04-19T19:00,21.5,0.0,13.2,61
Santiago de Compostela,2026-04-19T20:00,19.9,0.0,13.5,61
Santiago de Compostela,2026-04-19T21:00,17.8,0.0,11.3,59
Santiago de Compostela,2026-04-19T22:00,15.3,0.0,8.0,54
Santiago de Compostela,2026-04-19T23:00,13.2,0.0,5.6,45
